CompoundName,MolecularFormula,ExactMass,MonoMass,SMILES,kingdom,superklass,klass,subklass
4-Coumaroyl-CoA,C30H42N7O18P3S,913.1519897,913.1519878,OC(C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(=O)NCCC(=O)NCCSC(=O)\C=C\C1=CC=C(O)C=C1,NULL,NULL,NULL,NULL
Prodelphinidin B2 3-3'-digallate,C44H34O22,914.1541727,914.1541728,OC1=CC(O)=C2C(C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC2=C1)C1=CC(O)=C(O)C(O)=C1)C1=C(O)C=C(O)C2=C1OC(C(C2)OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1,NULL,NULL,NULL,NULL
Prodelphinidin B5 3-3'-digallate,C44H34O22,914.1541727,914.1541728,OC1=CC(O)=C2C(C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC2=C1)C1=CC(O)=C(O)C(O)=C1)C1=C(O)C2=C(OC(C(C2)OC(=O)C2=CC(O)=C(O)C(O)=C2)C2=CC(O)=C(O)C(O)=C2)C=C1O,NULL,NULL,NULL,NULL
Theasinensin D,C44H34O22,914.1541727,914.1541727,OC1=CC2=C(C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O2)C2=CC(O)=C(O)C(O)=C2C2=C(C=C(O)C(O)=C2O)[C@H]2OC3=C(C[C@H]2OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=CC(O)=C3)C(O)=C1,NULL,NULL,NULL,NULL
Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,C45H38O21,914.1905582,914.1905583,O[C@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C([C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3[C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,NULL,NULL,NULL,NULL
3b-Pregnadienolone 3-[rhamnosyl-(1->4)-rhamnosyl-(1->4)-rhamnosyl-(1->4)-glucoside],C45H70O19,914.45113,914.4511301,CC1OC(OC2C(C)OC(OC3C(C)OC(OC4C(CO)OC(OC5CCC6(C)C7CCC8(C)C(CC=C8C(C)=O)C7CC=C6C5)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Tragopogonsaponin L,C50H74O15,914.5027717,914.5027717,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC(=O)CCC1=CC=C(O)C=C1,NULL,NULL,NULL,NULL
1-16:0-2-18:3-digalactosyldiacylglycerol,C49H86O15,914.5966721,914.5966721,CCCCCCCCCCCCCCCC(=O)OCC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)OC(=O)CCCCCCCC=CCC=CCC=CCC,NULL,NULL,NULL,NULL
1-18:3-2-16:0-digalactosyldiacylglycerol,C49H86O15,914.5966721,914.5966721,CCCCCCCCCCCCCCCC(=O)OC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)COC(=O)CCCCCCCC=CCC=CCC=CCC,NULL,NULL,NULL,NULL
PGP(18:0/22:0),C46H92O13P2,914.601317,914.601317,[H][C@](O)(COP(O)(O)=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
PGP(20:0/20:0),C46H92O13P2,914.601317,914.601317,[H][C@](O)(COP(O)(O)=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/18:1(11Z)/22:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(16:0/18:1(9Z)/22:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/18:2(9Z-12Z)/22:0),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,NULL,NULL,NULL,NULL
TG(16:0/20:1(11Z)/20:1(11Z))[iso3],C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/20:1(11Z)/20:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/20:1(13Z)/20:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(16:0/20:1(13Z)/20:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(16:0/22:0/18:2(9Z-12Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/22:1(13Z)/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/22:1(13Z)/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/18:1(11Z)/20:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:0/18:1(11Z)/20:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:0/18:1(9Z)/20:1(11Z))[iso6],C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/18:1(9Z)/20:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/18:2(9Z-12Z)/20:0)[iso6],C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:0/18:2(9Z-12Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:1(11Z)/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:1(11Z)/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:1(13Z)/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:1(13Z)/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/16:0/22:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/18:0/20:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/18:0/20:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/18:1(11Z)/20:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/18:1(9Z)/20:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/20:0/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H]C(COC(=O)CCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/20:0/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/20:1(11Z)/18:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/20:1(13Z)/18:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/22:1(13Z)/16:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/16:0/22:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/18:0/20:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/18:0/20:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/18:1(11Z)/20:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/18:1(9Z)/20:0)[iso3],C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/20:0/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/20:0/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H]C(COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/20:1(11Z)/18:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/20:1(13Z)/18:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/22:1(13Z)/16:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:2(9Z-12Z)/16:0/22:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:2(9Z-12Z)/18:0/20:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:2(9Z-12Z)/20:0/18:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:2(9Z-12Z)/22:0/16:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:0/18:2(9Z-12Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:1(11Z)/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:1(11Z)/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:1(9Z)/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:1(9Z)/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:2(9Z-12Z)/18:0),C59H110O6,914.8302413,914.8302413,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/16:0/20:1(11Z)),C59H110O6,914.8302413,914.8302413,[H]C(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/16:0/20:1(13Z)),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/18:0/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/18:0/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/18:1(11Z)/18:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/18:1(9Z)/18:0),C59H110O6,914.8302413,914.8302413,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/20:1(11Z)/16:0),C59H110O6,914.8302413,914.8302413,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/20:1(13Z)/16:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/16:0/20:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/16:0/20:1(13Z)),C59H110O6,914.8302413,914.8302413,[H]C(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/18:0/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/18:0/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/18:1(11Z)/18:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/18:1(9Z)/18:0),C59H110O6,914.8302413,914.8302413,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/20:1(11Z)/16:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/20:1(13Z)/16:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(22:0/16:0/18:2(9Z-12Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(22:0/18:2(9Z-12Z)/16:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,NULL,NULL,NULL,NULL
TG(22:1(13Z)/16:0/18:1(11Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(22:1(13Z)/16:0/18:1(9Z)),C59H110O6,914.8302413,914.8302413,[H][C@](COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(22:1(13Z)/18:1(11Z)/16:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(22:1(13Z)/18:1(9Z)/16:0),C59H110O6,914.8302413,914.8302413,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
3-hydroxy-3-phenylpropionyl-CoA,C30H44N7O18P3S,915.1676398,911.138534,[H]C(O)(CC(=O)SCCN=C([O-])CCN=C([O-])[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O)C1=CC=CC=C1,NULL,NULL,NULL,NULL
p-dihydrocoumaroyl-CoA,C30H44N7O18P3S,915.1676398,911.138534,[H][C@](O)(C([O-])=NCCC([O-])=NCCSC(=O)CCC1=CC=C([O-])C=C1)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)([O-])=O,NULL,NULL,NULL,NULL
Assamicain A,C44H36O22,916.1698228,916.1698228,OC1=CC(O)=C(CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(C2=CC(O)=C(O)C(O)=C2)C2=C3OC(C(CC3=C(O)C=C2O)OC(=O)C2=CC(O)=C(O)C(O)=C2)C2=CC(O)=C(O)C(O)=C2)C(O)=C1,NULL,NULL,NULL,NULL
Assamicain C,C44H36O22,916.1698228,916.1698228,OC1=CC(O)=C(CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(C2=CC(O)=C(O)C(O)=C2)C2=C(O)C3=C(OC(C(C3)OC(=O)C3=CC(O)=C(O)C(O)=C3)C3=CC(O)=C(O)C(O)=C3)C=C2O)C(O)=C1,NULL,NULL,NULL,NULL
Pelargonidin 3-O-[4-Hydroxy-3-methoxy-E-cinnamoyl-(->4)-a-L-rhamnopyranosyl-(1->6)-b-D-glucopyranoside] 5-O-b-D-glucopyranoside,C43H48O22,916.2637232,917.2715483,COC1=C(O)C=CC(\C=C\C(=O)OC2C(C)OC(OCC3OC(OC4=CC5=C(C=C(O)C=C5OC5OC(CO)C(O)C(O)C5O)[O+]=C4C4=CC=C(O)C=C4)C(O)C(O)C3O)C(O)C2O)=C1,NULL,NULL,NULL,NULL
Fistuloside C,C45H72O19,916.4667801,916.4667801,CC1C2C(CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,NULL,NULL,NULL,NULL
